epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,3780.42,1.73866,0.98301,0.00084,0.68919,0.31989,0.32163,0.1119,1.47606,1.92304,0.00095,1.74115e-05,1.74115e-05,1.74115e-05
84,3826.58,1.75493,0.94516,0.00083,0.6987,0.32295,0.32165,0.11337,1.48056,1.91597,0.00095,1.57865e-05,1.57865e-05,1.57865e-05
85,3872.91,1.81443,1.04958,0.00087,0.71231,0.3166,0.31909,0.10999,1.48884,1.92198,0.00095,1.42456e-05,1.42456e-05,1.42456e-05
86,3918.76,1.72805,0.98681,0.00083,0.72114,0.31967,0.32251,0.10998,1.49285,1.9265,0.00095,1.27904e-05,1.27904e-05,1.27904e-05
87,3965.44,1.72428,0.97704,0.0008,0.67949,0.32131,0.31811,0.11016,1.49373,1.92688,0.00096,1.14221e-05,1.14221e-05,1.14221e-05
88,4012.58,1.7107,0.93723,0.00082,0.70906,0.31639,0.32194,0.11193,1.48144,1.93681,0.00095,1.01423e-05,1.01423e-05,1.01423e-05
89,4058.26,1.72931,0.96001,0.00083,0.70486,0.31311,0.31877,0.11253,1.47693,1.92044,0.00095,8.95213e-06,8.95213e-06,8.95213e-06
90,4105.85,1.66774,0.93529,0.00081,0.7069,0.31235,0.31693,0.11136,1.47778,1.91805,0.00095,7.8528e-06,7.8528e-06,7.8528e-06
91,4164.86,1.71727,0.96808,0.00085,0.69641,0.31311,0.31444,0.11154,1.46583,1.98855,0.00096,6.8454e-06,6.8454e-06,6.8454e-06
92,4210.35,1.70934,0.92519,0.00081,0.70111,0.30984,0.31144,0.11019,1.47445,2.05419,0.00097,5.93093e-06,5.93093e-06,5.93093e-06
93,4254.42,1.69142,0.93265,0.00081,0.71041,0.31148,0.31086,0.11089,1.47079,2.07086,0.00098,5.11027e-06,5.11027e-06,5.11027e-06
94,4299.24,1.68249,0.9723,0.00081,0.72045,0.31264,0.31231,0.11219,1.48853,2.07167,0.00099,4.38424e-06,4.38424e-06,4.38424e-06
95,4344.47,1.77137,0.95806,0.00087,0.73677,0.31475,0.31465,0.11192,1.50714,2.07083,0.00101,3.75356e-06,3.75356e-06,3.75356e-06
96,4388.78,1.67566,0.93757,0.0008,0.74246,0.31148,0.31467,0.11287,1.51302,2.07068,0.00101,3.21885e-06,3.21885e-06,3.21885e-06
97,4433.95,1.70579,0.97045,0.00083,0.74112,0.31148,0.31482,0.11217,1.51478,2.07387,0.00102,2.78064e-06,2.78064e-06,2.78064e-06
98,4479.18,1.70722,0.96196,0.00082,0.74249,0.31197,0.31521,0.11344,1.51428,2.07116,0.00102,2.43937e-06,2.43937e-06,2.43937e-06
99,4522.83,1.71442,0.95802,0.00084,0.74932,0.31148,0.31496,0.11288,1.5168,2.07408,0.00102,2.19535e-06,2.19535e-06,2.19535e-06
100,4567.88,1.68169,0.93087,0.00081,0.74987,0.31148,0.31505,0.11292,1.51835,2.07347,0.00101,2.04885e-06,2.04885e-06,2.04885e-06
