epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,309.978,1.58325,2.10437,1.5964,0.63455,0.40407,0.52694,0.33816,1.40332,1.63291,1.54812,0.003862,0.003862,0.003862
64,314.448,1.51376,2.02577,1.57888,0.65303,0.40847,0.53895,0.35194,1.38727,1.60138,1.52738,0.003763,0.003763,0.003763
65,319.022,1.50134,1.94707,1.54873,0.6122,0.44672,0.5394,0.35606,1.36874,1.5976,1.50241,0.003664,0.003664,0.003664
66,323.33,1.50775,2.05427,1.58216,0.61141,0.47897,0.5231,0.34426,1.35126,1.59929,1.49193,0.003565,0.003565,0.003565
67,327.789,1.52927,2.00689,1.56292,0.62601,0.46376,0.52764,0.352,1.34006,1.60226,1.48783,0.003466,0.003466,0.003466
68,332.206,1.4606,2.00926,1.55707,0.66077,0.44024,0.54062,0.35632,1.33546,1.56988,1.48745,0.003367,0.003367,0.003367
69,336.621,1.45227,1.9752,1.54355,0.58032,0.48956,0.54991,0.36561,1.32312,1.51531,1.48451,0.003268,0.003268,0.003268
70,340.971,1.45636,1.92043,1.55176,0.59416,0.48962,0.57384,0.38234,1.32358,1.49572,1.48593,0.003169,0.003169,0.003169
71,345.483,1.50866,1.94388,1.55066,0.56301,0.52704,0.59624,0.38934,1.32234,1.46957,1.47871,0.00307,0.00307,0.00307
72,349.81,1.48097,1.94178,1.58087,0.57013,0.54347,0.60035,0.3939,1.32023,1.45423,1.47439,0.002971,0.002971,0.002971
73,354.339,1.44284,1.88774,1.50537,0.67534,0.49377,0.60439,0.40726,1.31383,1.44912,1.47281,0.002872,0.002872,0.002872
74,358.677,1.42778,1.9109,1.51609,0.58787,0.56365,0.6071,0.40834,1.30717,1.41816,1.47533,0.002773,0.002773,0.002773
75,363.24,1.43156,1.85419,1.50703,0.6389,0.52379,0.60822,0.40927,1.29322,1.40582,1.46802,0.002674,0.002674,0.002674
76,367.583,1.47095,1.90953,1.56255,0.71251,0.50352,0.61727,0.41549,1.28372,1.38276,1.45725,0.002575,0.002575,0.002575
77,372.139,1.45052,1.82177,1.49549,0.61197,0.58168,0.62725,0.42406,1.27952,1.37279,1.44729,0.002476,0.002476,0.002476
78,376.463,1.45672,1.82281,1.48662,0.58593,0.58624,0.62106,0.42433,1.27643,1.35795,1.44292,0.002377,0.002377,0.002377
79,381.008,1.44439,1.81779,1.5055,0.5577,0.59485,0.62366,0.425,1.26804,1.34812,1.43691,0.002278,0.002278,0.002278
80,385.479,1.39011,1.74396,1.47447,0.65627,0.56962,0.62733,0.42825,1.26112,1.33553,1.43466,0.002179,0.002179,0.002179
81,389.954,1.44021,1.81429,1.50497,0.6818,0.57528,0.63091,0.4298,1.25376,1.32679,1.42839,0.00208,0.00208,0.00208
82,394.342,1.36851,1.7622,1.46148,0.70003,0.56955,0.63503,0.43978,1.24179,1.31511,1.41849,0.001981,0.001981,0.001981
83,398.895,1.40781,1.75906,1.47025,0.72853,0.55301,0.65206,0.45102,1.22658,1.29854,1.40749,0.001882,0.001882,0.001882
84,403.29,1.31519,1.731,1.45751,0.7624,0.52707,0.66688,0.46707,1.21271,1.28156,1.39771,0.001783,0.001783,0.001783
85,407.885,1.36719,1.69985,1.41742,0.64997,0.61088,0.67396,0.47574,1.20328,1.27534,1.39004,0.001684,0.001684,0.001684
86,412.452,1.37781,1.74889,1.4532,0.65849,0.61557,0.68598,0.48173,1.20907,1.27967,1.3946,0.001585,0.001585,0.001585
